Title,Type,Location,Description,Link,Catergory
Data Scientist ,Permanent,Leeds,"  Are you a PHD or Masters Graduate looking to make the move into Data Science?, Do you want to work in a brand new, Big Data and Cloud Computing environment alongside some of the most brilliant minds in the market?, Are you looking to work within a team that will encourage you in your professional and personal growth to unlock new levels to your work?, Our client is one of the top credit bureaus in the UK and are looking to build out their Data Science team to ensure the company remains at the forefront of its industry and find new ways to propel the business forwards., You’ll be able to explore new technologies and tools whilst celebrating collaboration and innovation within a team that will provide you continuous support throughout your career., This is a completely flexible working environment where you will have the option to work remotely as and when you need to and you can adjust your working hours to fit alongside your life., You will be able to attend conferences, seminars and be provided with reimbursement when you invest in tuition to further you career and specialist knowledge., About the role: , - Develop data driven solutions using cutting-edge data science techniques., - Work with multi-functional teams to develop new business solutions within the client’s customer base., - Lead product development projects., - Design and write programs for data extraction, machine learning and artificial intelligence analysis., - Provide mentorship and training to junior team members., - Create and embrace a high performance culture within the team., About you: , - Educated to at least Masters Level (PhD Preferred) in either Mathematics, Engineering, Statistics or any other highly numerical subject., - Be proficient in Python and R., - Exceptional problem-solving, critical thinking and analytical mind., - Applicable Artificial Intelligence/Machine Learning/Predictive Modelling knowledge., - Strong desire to continue your personal and professional development., - Wiling to engage in client facing presentations and conversations.  ",https://www.reed.co.uk//jobs/data-scientist/43674374?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Lead Data Scientist,Permanent,London,"  Lead Data ScientistLondon £80,000 - £90,000, This is an exciting new opportunity for a Lead Data Scientist to work for a successful, global Mobile App company! , THE COMPANY, This tech-driven mobile app are a well-established global business who have invested heavily in their Data function over the recent years. They have a large Data Science team and they are now looking for a Lead Data Scientist to not only join but lead one  of their business areas. The successful candidate will be managing a team of 2 with the budget to grow the team further, and they must be happy to continue getting involved in the technical work with the overall aim of improving the customer experience on  the app!, THE ROLE, As a Lead Data Scientist for the business you will:, SKILLS AND EXPERIENCE, SALARY AND BENEFITS, HOW TO APPLY, Please register your interest for this role by sending your CV to Rosie O Callaghan via the apply link on this page, Please note that our client is currently running a fully remote interview process, and is able to on-board and hire remotely as well. This role is intended to be home working for the duration of the pandemic.  ",https://www.reed.co.uk//jobs/lead-data-scientist/43864612?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Principal Data Scientist,Permanent,London,"  Principal Data ScientistLondon £80,000 - £90,000, This is an exciting new opportunity for a Lead Data Scientist to work for a successful, global Mobile App company! , THE COMPANY, This tech-driven mobile app are a well-established global business who have invested heavily in their Data function over the recent years. They have a large Data Science team and they are now looking for a Lead Data Scientist to not only join but lead one  of their business areas. The successful candidate will be managing a team of 2 with the budget to grow the team further, and they must be happy to continue getting involved in the technical work with the overall aim of improving the customer experience on  the app!, THE ROLE, As a Lead Data Scientist for the business you will:, SKILLS AND EXPERIENCE, SALARY AND BENEFITS, HOW TO APPLY, Please register your interest for this role by sending your CV to Rosie O Callaghan via the apply link on this page, Please note that our client is currently running a fully remote interview process, and is able to on-board and hire remotely as well. This role is intended to be home working for the duration of the pandemic.  ",https://www.reed.co.uk//jobs/principal-data-scientist/43697970?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
SEO Consultant,Permanent,Leeds,"  Job title: SEO Consultant\xa0Location: Leeds\xa0Salary: £32,000 - £37,000 per annum , Search Laboratory is a multi-award-winning, digital marketing agency. We work with a range of clients on a global scale, helping brands grow internationally through building profitable integrated digital strategies. We employ and attract talent from all  around the world and are proud to have made the Sunday Times Top 100 Best Companies to Work for list 8 times!\xa0Our consultants love exploring and solving the most complex Technical SEO problems, often working with household names and on global campaigns. We’re specialists in helping brands grow internationally through building profitable integrated digital strategies.  Being at the forefront of the digital marketing industry, we genuinely believe there’s no better place to work and advance in Technical SEO., What to expect from the role: , What we need from you: , Other desired experience:, What you can expect from us:, We champion wellbeing and want everyone to have a great work-life balance and we believe flexible working hours are key to achieving this. Other benefits include:\xa0, If you would like to be an integral part of our ongoing success story – we would love to hear from you. You can read honest and open reviews about Search Laboratory on Glassdoor and our Facebook page will give you a really good idea about what it’s like  to work at the Lab.\xa0, We believe in equality of\xa0opportunity\xa0and we want to attract and retain a diverse range of talent. Our ambition is to have an inclusive culture where everyone can be themselves and reach their full potential. Apply online or call to find out more.  ",https://www.reed.co.uk//jobs/seo-consultant/43839046?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Senior Data Science Consultant,Permanent,London,"  Senior Data Science Consultant - Fixed Term ContractYour new companyWork within a leading insurance company. Over the past 2 years they have been on one of the most visionary digital transformation journeys of any company, and they continue to transform the way their customers engage with their products and services, by reinventing  ways of working and consistently innovating.Your new role, What you ll need to succeed, What you ll get in return, What you need to do nowIf you re interested in this role, click  apply now  o forward an up-to-date copy of your CV, or call us now.If this job isn t quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career., Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the Tamp;C s, Privacy Policy and Disclaimers which can be found at hays.co.uk  ",https://www.reed.co.uk//jobs/senior-data-science-consultant/43660551?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Software Engineer - Manchester,Permanent,Stockport,"  Software Engineer | £45,000 DOE | AI amp; Cloud Software | South Manchester , This is a brand-new position for a Software Engineer to join an innovative Software firm working on AV, AI, Machine Learning and Cloud Software., As the latest Software Engineer, you will come in to take full control of the product and join a team composed of various disciplines like robotics and artificial intelligence which would bring opportunity to take your career in various directions., The role, This is a really exciting opportunity for someone who is particularly interested in Artificial Intelligence, Machine Learning and Cloud., As the Software Engineer you will collaborate with and work alongside the Head of Software to together shape the business software and future projects. Furthermore, you will contribute to the development of new systems and features., You will be joining at a time where the business is expanding rapidly and as one of the first ones in the software department you will have the opportunity to grow into Senior or Lead Developer roles where you will grow your own team of Developers., You will ensure that the team use best practices while striving for high quality, well-tested code and activity seek to improve the current processes, workflows and technologies. You will react to software issues from internal and external sources and lead  a devise tech team to ensure that the business requirements are met., You will have experience with the following technologies:, If there are any technologies that you require training in, or that you re interested in learning, they will cover the costs for you to attain qualifications or further education!, Location: Brand new purpose built office based in South Manchester with parking., APPLY NOW, Apply today with a copy of your latest CV for immediate consideration. Video interviews are commencing this week., Software Engineer | £45,000 DOE | AI amp; Cloud Software | South Manchester, Oscar Technology is acting as an Employment Agency in relation to this vacancy., To understand more about what we do with your data please review our privacy policy in the privacy section of the Oscar website.  ",https://www.reed.co.uk//jobs/software-engineer-manchester/43687906?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Quantitative Analyst,Permanent,London,"  Quantitative Analyst , London, United Kingdom , Salary up to £60,000 + benefits , Quantitative Analyst role just in, join this betting/sports book firm, that is using advanced analytics, Machine Learning, and real life technologies to impact the future of the industry. Looking for an expert to join this team of experts and work on some  cutting edge projects., THE COMPANY, This tech company has grown massively since it s creation and now operates on a global scale.This company is looking to continually expand through the experts that join the team, it is very important for the company to work with innovative individuals who  would like to help create a sustainable future through ML and DS. The aim of being a Quantitative analyst at this company is to develop market leading solutions, real time control and business insights., THE ROLE, This role will require you to work with Quant analysis, create pricing models and use your knowledge to look at how statistics and analysis can support the business.Further details of the role are as follows;, YOUR SKILLS AND EXPERIENCE, THE BENEFITS, HOW TO APPLY, Please register your interest by sending your CV Charlotte York via the apply link on this page  ",https://www.reed.co.uk//jobs/quantitative-analyst/43546007?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Android Graphics Software Engineer - West London,Permanent,London,"  JOB AD:, The ideal candidate will have experience of designing, authoring, optimizing, debugging and shipping 3D graphics solutions on a modern commercial platform (ideally in the consumer electronics industry). A solid working knowledge of Android Graphics frameworks,  OpenGL ES and/or Vulkan will be necessary, together with a good understanding of Machine Learning, embedded device platforms, device technologies, performance analysis and Linux kernel development., Opportunities to work on truly novel technologies like this are rare, so we are looking for highly motivated people with a passion to work on the world s widest-reaching mobile platform., Role and Responsibilities, As an Android Graphics Engineer you will:, Apply AI to improve gaming performance on devices Identify innovations to enhance the Android graphics stack to improve performance and reduce the power consumption for games., Develop extensions to the Android Graphics framework to enable new user experiences., Ownership of technical issues and resolving problems to ensure that quality and schedules are maintained., Technical responsibility for one or more significant sections of the assigned project., Translate complex functional and technical requirements into a detailed design., Skills and Qualifications, Required Skills, Bachelor or higher degree in Computer Science, Electronics, Natural Science, Mathematics, Engineering or a related discipline., A proven track record in real time embedded software development, preferably for mobile devices, with an understanding of embedded development environments., Expertise in computer graphics with experience in design and development of software such as OpenGL, OpenGL ES, Vulkan or DirectX., Proficiency in C and C++ programming languages., Good knowledge of Android frameworks and experience on Android application development., System level performance analysis and good OS fundamentals (memory management, multithreading/synchronization, user/kernel mode interaction)., Excellent communication, team work and a results-oriented attitude., Proficiency in problem solving and debugging., Desirable Skills, Exposure to Machine Learning and Neural Networks., Performance analysis and optimisation of real-time graphics applications., Experience with Android Graphics Stack (Compositor, Window manager, HWUI, HAL)., Experience with ARM 64-bit architecture., Experience developing system software for Android OS Familiarity with CPU and GPU hardware architectures  ",https://www.reed.co.uk//jobs/android-graphics-software-engineer-west-london/43221141?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Python Quantitative Developer - VP in Finance,Permanent,London,"  The world s largest and most successful Investment Management Firm are looking for a new VP Python Quant Developer to join their Flagship Product s Alpha Gen Technology Team., You ll be working with investment researchers to develop predictive signals and strategies that are traded on our hedge funds and other active portfolios on their PaaS platform that currently managing over $15 Trillion in assets.You ll be involved in the full lifecycle of the Alpha Gen process including design, architecture, development, implementation, tuning, production support and maintenance. You ll work hand in hand with world class Quant Analysts, Quant Researchers, Mathematicians,  Portfolio Managers, and Investment professionals to help them design and develop and deploy quantitative libraries, model engineering designs, alpha platform development and investment technology Ramp;D.The Alpha Gen Tech team s Investment partners include Active Equity, Fixed Income, Multi-Asset Strategies, Sustainability Strategies, and the Risk and Quantitative Analytics Team.They need someone with:, What you ll learn on the job:, A brief overview of some benefits:To help you stay energized, engaged and inspired, they offer a wide range of benefits including a strong retirement plan, tuition reimbursement, comprehensive healthcare, support for working parents and Flexible Time Off (FTO) so you can relax, recharge and  be there for the people you care about., Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the Tamp;C s, Privacy Policy and Disclaimers which can be found at hays.co.uk  ",https://www.reed.co.uk//jobs/python-quantitative-developer-vp-in-finance/43678503?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Bioinformatics Lead - Drug Discovery,Permanent,London,"  Senior drug discovery bioinformatician, innovative biotech in London. Strong data science / ML amp; NGS/genomics Your new companyHays is exclusively partnered with an exciting pharmaceutical company working on novel approaches to treating diseases such as cancer and fibrosis. They are based in London and looking to grow their bioinformatics and data science team by adding technical experts  to capitalise on the groundbreaking work their biology team is carrying out.This company has a track record of innovation and is looking to significantly grow the team over the next couple of years, backed by an upcoming funding round, leading to a number of progression and development opportunities.Your new roleYou ll be a leading part of a team bringing innovative data science and bioinformatics approaches to large biological data sets to help draw insights and aid drug discovery research on cutting-edge projects.You will be carrying out a mix of statistical analysis (eg on NGS / SNP data) and programming responsibilities to help drive drug discovery, develop new therapies and aid understanding of disease.Responsibilities will include (but aren t limited to):, There is also scope to utilise and develop Machine Learning and Artificial Intelligence methods / models / approaches for target ID and validation.What you ll need to succeedAs well as excellent communication skills, and great problem-solving ability, candidates must have:, Experience of Machine Learning or Deep Learning approaches, eg Random Forest, SVM, regression, clustering, knowledge of Keras, scikit-learn or similar would be an advantage for this role.What you ll get in returnThe opportunity to make a significant contribution to a growing company whilst working on/leading a number of drug discovery projects, a fantastic working environment, and a market-leading salary and benefits structure.What you need to do nowIf you re interested in this role, click  apply now  to forward an up-to-date copy of your CV, or call me on .If this job isn t quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career, as there are multiple statistical, data science and bioinformatics positions available, for both permanent and contract  based opportunities.Keywords: bioinformatics, bioinformatician, data, science, statistics, statistical, biomarker, drug, discovery, genetics, genomics, NGS, PCR, sequence, Bayesian, machine, learning, programmer, programming, scientist, diagnostics, molecular, python, R, C, Bash,  platform, project, manager, developer, tool, pipeline, computational, computer  ",https://www.reed.co.uk//jobs/bioinformatics-lead-drug-discovery/43854514?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Bioinformatics Data Scientist - leading biotech,Permanent,London,"  Bioinformatics data scientist, expanding biotech west London. Personalised medicine, single cell NGS analysis Your new companyYou ll be joining one of the most exciting biotech companies in the UK, working at the cutting-edge of personalised medicine to develop the next generation of bespoke cancer therapies and drive forward their drug discovery and development programs. They already  have clinical trials underway and have received significant investment allowing the business to double in size over the last 18 months - with plans to double again by 2022, providing rapid career progression alongside the chance to transform the face of medicine.As well as experienced leaders willing to devote time and effort into developing their staff, the company has a number of rising stars in the industry, giving a great group dynamic and lots of opportunity for personal development.Your new roleYou will be joining the growing Data Science amp; Bioinformatics team, working on projects from early stage Ramp;D through to clinical development, developing new approaches and methods to analyse a wide range of NGS and omics data coming from patients and tumour  samples in a fast-paced environment. This is a hands-on role working closely with biologists, statisticians and clinical researchers and sits at the core of the company s research efforts to further develop personalised therapies.Major responsibilities will include:, For more senior / experienced candidates, there is potential to take on a leadership roleWhat you ll need to succeedAs well as strong communication, organisational and time management skills, you should have:, Candidates with knowledge / experience of biomarker discovery or validation, cancer research, pharmaceutical drug discovery and/or development projects are encouraged to apply.What you ll get in returnThe chance to work for one of the most exciting and high profile biotechs out there on projects that will transform the way patients are treated and have a huge real-world impact on how many people survive cancer. You ll also be joining a team with a reputation  for excellence and plenty of career development and progression opportunities, boosting your career and skillset.What you need to do nowIf you re interested in this role, click  apply now  to forward an up-to-date copy of your CV, or call me on 0333 010 .If this job isn t quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career, especially as there are a number of other bioinformatics, data science and statistics positions available.Keywords: bioinformatics, bioinformatician, data, science, statistics, statistical, biomarker, discovery, genetics, genomics, NGS, PCR, RNA, single, cell, scRNA, sequence, machine, learning, programmer, programming, scientist, diagnostics, molecular, python,  R, C, Bash, platform, project, manager, developer, tool, pipeline, computational, computer, oncology  ",https://www.reed.co.uk//jobs/bioinformatics-data-scientist-leading-biotech/43854389?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Data Consultant / Data Engineer Python,Permanent,Birmingham,"  International Data Consultancy require a Data Consultant / Trainee Data Engineer to join their Information Management and Business Intelligence Division. Their business insights and analytics capabilities include a full range of services, from strategy through  deployment, focused on data and analytics, IoT, cloud, mobility and technology convergence., Client Details, International Data Consultancy, Description, International Data Consultancy require a Data Consultant / Trainee Data Engineer to join their Information Management and Business Intelligence Division. Their business insights and analytics capabilities include a full range of services, from strategy through  deployment, focused on data and analytics, IoT, cloud, mobility and technology convergence., Working with a team of specialists you will help clients translate their data and information into actionable insights that drive real business outcomes. Their solutions enable connections across company documents, data and people, joining the dots to create  smarter organisations., This role is a developmental role with the view to progressing through the business area, working on customer projects under the supervision of a Senior and developing technical skills via Learning and Development., At a fundamental level you will need knowledge of:, It will be great if you ve got experience in one or more of the following:, Broad project requirements include:, Profile, At a fundamental level you will need knowledge of:, It will be great if you ve got experience in one or more of the following:, Job Offer, Opportunity to work with a Global Data Consultancy, Opportunity to work with Data Engineering amp; BI Specialists  ",https://www.reed.co.uk//jobs/data-consultant-data-engineer-python/43501232?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Senior Data Scientist,Permanent,London,"  Senior Data Scientist , London, Up to £95,000 + Bonus + Benefits , The Company , Join a FTSE 100 company operating on a huge global scale. This company is transforming technology and expanding its offering into emerging markets, giving you the opportunity to grow and learn the latest technology., The Role , In this role you will design and develop reusable models that will leverage data and AI throughout the company. You will:, Key Skills amp; Requirements , HOW TO APPLY , Interested? Please register your interest by submitting your CV directly by applying to this advert.  ",https://www.reed.co.uk//jobs/senior-data-scientist/43686359?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Technical Senior Recruitment Consultant,Permanent,The Trafford Centre,"  Technical Senior Recruitment Consultant – AI/Big Data/Machine Learning – Manchester - HYBRID - PERMANENT ROLE amp; CONTRACT ROLE AVAILABLE, Trendy, Northern Quarter location offering serious opportunity for Delivery Consultants due to some huge client wins. Massive market in AI with established clients globally. WFH 3 days a week with Monday and Friday in the Office., Small but perfectly formed boutique would suit someone who is tired of the corporate stuff and just wants to do the job without pesky Managers looking at your every move., They recruit differently, building a community of data science professionals and companies from disruptive start-ups to world-leading organisations. If you’re passionate about technology and genuinely want to make a real difference in your next role, get  in touch., What you can expect?\xa0, OUR CLIENT HAS 2 ROLES - A PERMANENT ROLE amp; A TEMPORARY CONTRACT ROLE, Who you are?, Thank you for your interest and application. Due to the high volume of applications we receive if you have not heard from us within 3 days of your application unfortunately on this occasion you have been unsuccessful., #recruitmentconsultant #rec2rec #ITRecruitment #temps #seniorrecruitmentconsultant #Bigdata #AI #Hybrid, Technical Senior Recruitment Consultant – AI/Big Data/Machine Learning – Manchester - HYBRID - PERMANENT ROLE amp; CONTRACT ROLE AVAILABLE  ",https://www.reed.co.uk//jobs/technical-senior-recruitment-consultant/43649090?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Lead Data Scientist,Permanent,London,"  Lead Data Scientist - London , Our Fortune Global 500 client is seeking an enthusiastic and experienced Data Scientist with a proven track record in data science applied to large-scale real-world problems. Their commitment is aimed at promoting new ideas and using increasingly innovative  technologies., Despite the size of the company, you will be joining a team that operates like a start-up. The team you ll be joining is made of brilliant minds spanning across data engineering, analytics, and data science. You will have the opportunity to work on yourself  every day to constantly improve through personal development and professional training activities., What you will be doing:, You will be supporting customers in facing the challenges that arise and provide advisory and implementation expertise to different business stakeholders including identification, assessment, development, and deployment of advanced data science use cases.You will tackle all aspects of Data Science projects including data engineering and analysis, as well as applying statistical approaches, predictive modelling and optimization techniques to analytical problems and data visualization.What you will need:, For a full breakdown of the role, company, and overall opportunity, please apply or contact me - , Modis International Ltd acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers in the UK. Modis Europe Ltd provide a variety of international solutions that connect clients to the best talent  in the world. For all positions based in Switzerland, Modis Europe Ltd works with its licensed Swiss partner Accurity GmbH to ensure that candidate applications are handled in accordance with Swiss law. , Both Modis International Ltd and Modis Europe Ltd are Equal Opportunities Employers., By applying for this role your details will be submitted to Modis International Ltd and/ or Modis Europe Ltd. Our Candidate Privacy Information Statement which explains how we will use your information is available on the Modis website.  ",https://www.reed.co.uk//jobs/lead-data-scientist/43803280?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Data Scientist - Football,Permanent,Oxfordshire,"  Data Scientist - Football, This is an incredible role for the right person. My client is one of the most exciting Tech Start-Ups in the UK today. They use cutting edge AI amp; Machine learning solutions to provide Premier League football clubs with Data, Analytics amp; insights. They have  adapted the technology used by the European space agency and other leading institutions to provide a service previously thought impossible., They are expanding their Engineering team with the addition of a Data Scientist. This is a dream position for anyone who likes football and has a passion for Data Science. You will be working with premier league clubs to analyse strategy, player injuries,  set plays, goals, mistakes, everything you can possibly imagine. To make it even better, you will be using cutting edge Data Science amp; ML Techniques to do so. This involves model building, algorithm design, data analytics and deep analysis., This role will see you help lead the Data Science department and should you wish to in the future, you have the opportunity to go into senior management and really take the next step in your career. You will occasionally have to visit premier league football  grounds amp; training grounds, seeing the players and managers to get the ultimate feedback on the platform. This makes great communicative skills vital., If the following sounds like you:, Then please get in touch., For the right person, this role would be amazing. My client are interviewing as early as next week and look to make their hire with speed. Alongside amazing benefits and competitive pay, they will provide you with once in a lifetime opportunities., Get in touch with Kieran Haynes on to find out more, or send over your CV ASAP by clicking the apply button., Data Scientist - Football, For more information about Shift F5 and the opportunities we have to offer follow us on Twitter @F5_Jobs, Shift F5 Ltd is acting as an Employment Agency in relation to this vacancy.  ",https://www.reed.co.uk//jobs/data-scientist-football/43605034?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Customer Success Director,Permanent,London,"  Customer Success DirectorArtificial Intelligence (AI)/Machine Learning SaaS PlatformHome Based - Access to London office 1 day a week£90,000-£120,000 basic with competitive OTE and stock, ·Amazing opportunity for candidates with previous experience building and managing a customer success team in both a start-up organisation and also a larger more structured businesses where there are defined processes in place. ·The role will be selling the organisations Artificial Intelligence (AI)/Machine learning SaaS ·The company are a high growth start-up, venture capital backed, scale up business and are tripling growth year-on-year, The Company recruiting for the Customer Success Director:The company are a scale up business, venture capital backed and have performed fantastically well during the last 12 months. They have a great reputation and are looking to triple their growth this year. The company have won numerous industry awards and are  really going places. You will receive a budget each year to spend on personal development. The technology is cutting edge and truly as exciting as it can get., The Role of the Customer Success Director:You will be expected to be in the London office one day per week. You will be managing a team of 2 experienced customer success and key account managers and looking to grow the team to 6 over the coming 12-18 months. You will support the current team in dealing  with senior marketing stakeholders and add an extra level of gravitas. You will be an excellent coach and developer of people. You will lead from the front., The Candidate for the Customer Success Director:Suitable candidates will need previous experience building or rebuilding a customer success function into a high performing team within the SaaS space. You will;· be a superb coach and developer of people· be able to  oil the machine and make it run well · support the current senior customer success members of the team who are performing very well and grow the team further· support the team and add an extra level of gravitas when engaging with senior level marketing contacts within globally recognized brands· have previous success and experience in a similar role, in both start-up organisations and also larger, more structured businesses where there are defined processes in place., The Package for Customer Success Director:·£90,000-£120,000 basic salary ·Competitive OTE and stock ·Pension, Mobile, Laptop, Bupa Health and Dental Care ·25 days holiday plus stats, Please apply for this job online if you are interested and feel you fit the above criteria. The company are doing first interviews immediately and if you have any questions please contact Nick Goodwin or John Ahearne at TalentTech Recruitment Ltd.  ",https://www.reed.co.uk//jobs/customer-success-director/43899173?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
VP of Customer Success,Permanent,London,"  VP of Customer Success, Artificial Intelligence (AI)/Machine Learning SaaS Platform, Home Based - Access to London office 1 day a week, £90,000-£120,000 basic with competitive OTE c.40k and stock, ·Amazing opportunity for candidates with previous experience building and managing a customer success team in both a start-up organisation and also a larger more structured businesses where there are defined processes in place. ·The role will be selling the organisations Artificial Intelligence (AI)/Machine learning SaaS ·The company are a high growth start-up, venture capital backed, scale up business and are tripling growth year-on-year, The Company recruiting for the VP of Customer Success:The company are a scale up business, venture capital backed and have performed fantastically well during the last 12 months. They have a great reputation and are looking to triple their growth this year. The company have won numerous industry awards and are  really going places. You will receive a budget each year to spend on personal development. The technology is cutting edge and truly as exciting as it can get., The Role of the VP of Customer Success:You will be expected to be in the London office one day per week. You will be managing a team of 2 experienced customer success and key account managers and looking to grow the team to 6 over the coming 12-18 months. You will support the current team in dealing  with senior marketing stakeholders and add an extra level of gravitas. You will be an excellent coach and developer of people. You will lead from the front., The Candidate for the VP of Customer Success:Suitable candidates will need previous experience building or rebuilding a customer success function into a high performing team within the SaaS space. You will;· be a superb coach and developer of people· be able to  oil the machine and make it run well · support the current senior customer success members of the team who are performing very well and grow the team further· support the team and add an extra level of gravitas when engaging with senior level marketing contacts within globally recognized brands· have previous success and experience in a similar role, in both start-up organisations and also larger, more structured businesses where there are defined processes in place., The Package for VP of Customer Success:·£90,000-£120,000 basic salary ·Competitive OTE c.40k and stock ·Pension, Mobile, Laptop, Bupa Health and Dental Care ·25 days holiday plus stats, Please apply for this job online if you are interested and feel you fit the above criteria. The company are doing first interviews immediately and if you have any questions please contact Nick Goodwin or John Ahearne at TalentTech Recruitment Ltd.  ",https://www.reed.co.uk//jobs/vp-of-customer-success/43531204?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Entry Level Data Engineer / Data Analyst / Python Developer,Contract,Birmingham,"  Company Background:, Job Level: Junior or Entry Level or Mid Level, Head Quarters / Office Location: London, The App Experts is an IT management and consulting firm based in Tower Hill Central London. We are responsible for sourcing and hiring field experts for various fortune 500 companies such as Red Bull and Barclays previously and we are currently  working with Metro Bank and Spotify. We primarily work with Software and Cloud Hosted Services organizations as well as Mobile Apps and Service companies. We are looking for qualified individuals that possess a student mentality, love of travel and a drive  to succeed., What you will be doing:You will be joining our ever-expanding data engineering team as it grows to meet the needs of the market. We want individuals who think  outside the box  and are comfortable with data engineering tasksamp; python. The ideal candidate for this role is highly analytical  with a knack for analysis, math and statistics. They are a team player possessing critical thinking and problem-solving skills with a passion for machine-learning and research. They need to possess the technical skills to explain the  how  and  what  behind  technical decisions to non-tech stakeholders., What you need for this position:  ",https://www.reed.co.uk//jobs/entry-level-data-engineer-data-analyst-python-developer/43796039?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
Computer Vision (Inside IR35) - Contract - London,Contract,London,"  JOB AD:, Our cloent is looking at for a Research Scientist with experience in Computer Vision and Deep Learning. Research Scientist will conduct academic and applied research, advance state-of-the-art in machine learning, and collaboratively develop advanced products  and services with other groups in the company., Responsibilities:, Leading research teams performing research on computer vision, working to solve challenges in object detection, tracking, image segmentation, re-identification, 3D reconstruction, etc., Conducting cutting edge research in computer vision, especially deep learning Collaborating with product groups in development of deep learning in computer vision technologies Collaborating with external partners in academia Participating in activities in  academia and promoting the work conducted in the lab, Qualifications:, PhD degree in computer vision, or have equivalent research experiences Have strong research track record. Have published in top tier conferences including CVPR, ICCV, ECCV, NIPS, ICLR; and journals including TIP and TPAMI, etc., Demonstrate the ability to generate new ideas and innovate Have established themselves in the research communities and/or in the industry  ",https://www.reed.co.uk//jobs/computer-vision-inside-ir35-contract-london/43903909?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
PLATFORM ENGINEER,Permanent,London,"  We are looking for highly skilled platform engineer?, To join a highly capable team of engineers and data scientists, working to transform the way the hospitality industry sets prices. Their product is based on cutting-edge data science and machine learning., We are looking for engineers who value solving problems with a lot of autonomy., Together with your peers, you will decide what to build and how to build it, you ll deploy it and look after it in production too., Create infrastructure for the data science team to perform data analysis and model development efficiently., Offices based in central London offering flexible working, support, development with salaries starting from £80k.  ",https://www.reed.co.uk//jobs/platform-engineer/43569041?source=searchResults&filter=%2fjobs%2fmachine-learning-jobs,machine learning
